scaffold,position,start,end,midpoint,sites,chi_rosFst,chi_melFGFst,chi_melPFst,chi_amFst,chi_agFst,chi_timPFst,ros_melFGFst,ros_melPFst,ros_amFst,ros_agFst,ros_timPFst,melFG_melPFst,melFG_amFst,melFG_agFst,melFG_timPFst,melP_amFst,melP_agFst,melP_timPFst,am_agFst,am_timPFst,ag_timPFst
HE670583,210000,160000,260000,209999,21792,0.369,0.4432,0.3538,0.3665,0.3635,0.3863,0.3181,0.0722,0.2574,0.2616,0.3375,0.3047,0.1804,0.2129,0.3082,0.2169,0.2321,0.3392,0.0023,0.1261,0.1416
HE670583,230000,180000,280000,230002,21452,0.3914,0.4428,0.3678,0.3791,0.3703,0.3946,0.3017,0.0651,0.2642,0.2606,0.3338,0.3169,0.1998,0.2117,0.3007,0.2386,0.2509,0.3351,-1e-04,0.1173,0.1263
HE670583,250000,200000,300000,250000,21160,0.3912,0.4428,0.3765,0.3885,0.3905,0.3902,0.3133,0.0525,0.284,0.2868,0.3282,0.3454,0.2397,0.2587,0.3055,0.2778,0.2947,0.3385,-0.0043,0.0994,0.1176
HE670583,270000,220000,320000,269880,19181,0.3601,0.4327,0.3902,0.4007,0.3988,0.3864,0.2994,0.012,0.2936,0.2897,0.308,0.3387,0.257,0.2575,0.2955,0.297,0.3039,0.3226,0.0012,0.0878,0.1089
HE670583,290000,240000,340000,290004,18937,0.3131,0.4479,0.3575,0.4079,0.4061,0.3836,0.2928,0.0193,0.2765,0.2731,0.2883,0.3408,0.2664,0.2539,0.2974,0.2942,0.3014,0.3123,-4e-04,0.0767,0.0981
HE670583,310000,260000,360000,309997,17404,0.3309,0.4933,0.3812,0.48,0.4654,0.4465,0.2945,0.0191,0.3297,0.3142,0.3053,0.339,0.3311,0.3067,0.309,0.3369,0.3224,0.311,0.0021,0.1083,0.1072
HE670583,330000,280000,380000,329989,17485,0.3205,0.4941,0.3517,0.4708,0.4541,0.4488,0.3054,0.0409,0.3212,0.2995,0.309,0.3224,0.3094,0.2954,0.2993,0.3069,0.2798,0.2958,0.0026,0.1174,0.1095
HE670583,350000,300000,400000,349911,17693,0.2871,0.4756,0.3232,0.4475,0.4192,0.4261,0.2928,0.074,0.3017,0.2695,0.297,0.2982,0.2542,0.2396,0.2599,0.2726,0.2413,0.2775,0.0136,0.1155,0.1089
HE670583,370000,320000,420000,370092,19433,0.2647,0.4562,0.3065,0.4072,0.391,0.4012,0.2823,0.0572,0.2551,0.2356,0.2702,0.2982,0.217,0.2032,0.2442,0.2422,0.2233,0.264,0.0026,0.1092,0.1124
HE670583,390000,340000,440000,383354,16685,0.2547,0.4269,0.2734,0.3897,0.3741,0.3782,0.258,0.0483,0.245,0.2202,0.2511,0.2701,0.2028,0.1899,0.2268,0.221,0.1971,0.2258,1e-04,0.1146,0.1143
HE670583,410000,360000,460000,393348,14109,0.2112,0.3882,0.2359,0.3189,0.3047,0.3296,0.2567,0.0572,0.1856,0.1627,0.2366,0.2666,0.1283,0.122,0.2114,0.1711,0.1467,0.2208,-7e-04,0.0874,0.0892
HE670583,430000,380000,480000,403348,10052,0.2001,0.3747,0.2503,0.3017,0.3019,0.327,0.2389,0.0427,0.1664,0.1621,0.2336,0.2534,0.1135,0.1094,0.2017,0.1606,0.1593,0.2296,-0.0018,0.0866,0.0993
HE670583,450000,400000,500000,413492,5658,0.1811,0.3719,0.2308,0.2412,0.2814,0.3081,0.2359,-0.0164,0.118,0.1427,0.2318,0.2846,0.1305,0.1049,0.2492,0.1356,0.156,0.2463,-0.019,0.1016,0.122
HE670583,470000,420000,520000,423345,1442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670581,50000,0,100000,9695,2852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670581,70000,20000,120000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670579,50000,0,100000,26027,11728,0.2389,0.3426,0.2264,0.2449,0.246,0.2706,0.2415,0.0131,0.1509,0.1467,0.2286,0.2547,0.0903,0.0742,0.1692,0.1138,0.1178,0.2206,-0.0091,0.0657,0.0717
HE670579,70000,20000,120000,35430,6697,0.242,0.3338,NA,0.2366,0.2434,0.2633,0.2522,NA,0.1629,0.1698,0.2312,NA,0.0898,0.0951,0.1578,NA,NA,NA,-0.0015,0.0511,0.0615
HE670579,90000,40000,140000,45877,2344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670577,50000,0,100000,50458,19264,0.2337,0.4409,0.2741,0.3014,0.3531,0.334,0.3069,0.0264,0.222,0.2408,0.3002,0.3435,0.2512,0.2396,0.3724,0.2178,0.2569,0.3275,0.0173,0.091,0.1736
HE670577,70000,20000,120000,70004,18872,0.1851,0.4153,0.2211,0.2931,0.3328,0.3301,0.3033,0.0259,0.2151,0.2409,0.2682,0.3413,0.2322,0.2242,0.3217,0.2179,0.256,0.3037,0.0104,0.0788,0.1224
HE670577,90000,40000,140000,89999,19323,0.1921,0.409,0.1915,0.3006,0.3407,0.3091,0.2916,0.0314,0.2044,0.2368,0.2434,0.3372,0.2084,0.2082,0.2694,0.2209,0.2651,0.2573,0.014,0.0734,0.1253
HE670577,110000,60000,160000,109999,19744,0.179,0.3785,0.183,0.2811,0.3147,0.2997,0.2723,0.0245,0.1866,0.1992,0.2625,0.3228,0.1739,0.1743,0.2893,0.2009,0.2193,0.2857,0.0336,0.0887,0.1524
HE670577,130000,80000,180000,130000,18864,0.1761,0.385,0.2065,0.2672,0.3591,0.316,0.2674,0.0254,0.1713,0.2383,0.2886,0.2909,0.1504,0.2031,0.3465,0.1716,0.2501,0.3452,0.0539,0.1418,0.2889
HE670577,150000,100000,200000,150005,18839,0.1611,0.3986,0.1961,0.2656,0.3556,0.3306,0.2928,0.0202,0.1742,0.2448,0.3179,0.3088,0.1765,0.2287,0.3923,0.1721,0.2489,0.3848,0.0524,0.1579,0.3086
HE670577,170000,120000,220000,169863,18110,0.1605,0.4052,0.1925,0.2794,0.3684,0.3325,0.3035,0.024,0.186,0.2523,0.3289,0.3075,0.1807,0.2336,0.3968,0.1817,0.2495,0.3764,0.0547,0.1629,0.3216
HE670577,190000,140000,240000,189999,16989,0.1401,0.4181,0.1923,0.2821,0.3577,0.3379,0.3165,0.0095,0.2062,0.2553,0.3342,0.3216,0.1798,0.2274,0.4076,0.1858,0.2363,0.3886,0.0553,0.1664,0.3188
HE670577,210000,160000,260000,210001,16643,0.1168,0.43,0.167,0.2985,0.3548,0.3567,0.3573,0.0237,0.228,0.2799,0.3354,0.3298,0.1691,0.2119,0.3605,0.1807,0.231,0.3454,0.0277,0.1515,0.2825
HE670577,230000,180000,280000,229996,17483,0.1057,0.4135,0.1287,0.3063,0.3006,0.3429,0.3529,0.0219,0.2386,0.2383,0.306,0.3417,0.1442,0.1422,0.2713,0.2039,0.1972,0.2967,0.0042,0.1,0.1263
HE670577,250000,200000,300000,250001,18451,0.0949,0.3878,0.1173,0.3042,0.292,0.3275,0.3304,0.0463,0.2404,0.229,0.2812,0.3162,0.1093,0.1028,0.1858,0.2005,0.1824,0.2465,0.0013,0.0716,0.0776
HE670577,270000,220000,320000,270268,18812,0.096,0.3808,0.1133,0.2946,0.2818,0.3193,0.3355,0.0524,0.243,0.23,0.2743,0.3291,0.1155,0.1039,0.186,0.2099,0.1886,0.2514,0.0035,0.0781,0.0779
HE670577,290000,240000,340000,289997,19751,0.0936,0.3535,0.1028,0.2768,0.27,0.3066,0.3182,0.0544,0.2235,0.2228,0.2612,0.3124,0.1124,0.1068,0.1611,0.2046,0.1968,0.2494,0.0056,0.0729,0.0731
HE670577,310000,260000,360000,303972,17313,0.0893,0.3248,0.0819,0.2653,0.2538,0.294,0.2813,0.057,0.2081,0.2028,0.2377,0.2972,0.1101,0.0934,0.1589,0.2084,0.1969,0.2541,0.0137,0.0763,0.0682
HE670577,330000,280000,380000,313975,13226,0.0838,0.3221,0.08,0.255,0.2547,0.279,0.2855,0.0687,0.208,0.2117,0.2362,0.2967,0.1171,0.0955,0.1532,0.2059,0.207,0.2455,0.014,0.0777,0.0727
HE670577,350000,300000,400000,323976,8844,0.093,0.309,0.0721,0.2595,0.244,0.2796,0.2732,0.0446,0.2038,0.2008,0.2239,0.3007,0.114,0.0989,0.15,0.2266,0.2234,0.2668,0.0187,0.0971,0.0898
HE670577,370000,320000,420000,333975,5443,NA,NA,NA,0.2814,0.264,0.3003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0259,0.0752,0.0747
HE670577,390000,340000,440000,343970,1219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670573,50000,0,100000,50245,19909,0.2397,0.3822,0.2606,0.3282,0.3086,0.3279,0.2681,0.0112,0.2098,0.1951,0.2852,0.3107,0.1346,0.139,0.3071,0.2263,0.2057,0.3007,0.0111,0.1997,0.1899
HE670573,70000,20000,120000,69679,19735,0.2292,0.3908,0.2595,0.3281,0.3059,0.3421,0.2776,0.0104,0.2162,0.1939,0.2975,0.315,0.1608,0.1513,0.3344,0.2268,0.1991,0.2983,0.008,0.2023,0.1988
HE670573,90000,40000,140000,79681,16423,0.2493,0.4003,0.2711,0.3255,0.3031,0.3571,0.2839,0.0137,0.2062,0.1785,0.3214,0.3235,0.1715,0.1601,0.365,0.2204,0.1881,0.3225,0.0093,0.2236,0.2169
HE670573,110000,60000,160000,89687,12387,0.2304,0.4094,0.2597,0.3282,0.3028,0.3661,0.2873,0.008,0.204,0.1757,0.3359,0.3352,0.178,0.1672,0.3828,0.2202,0.195,0.3415,0.0075,0.2375,0.2339
HE670573,130000,80000,180000,99882,8196,0.1946,0.3819,0.2273,0.2929,0.2688,0.3503,0.2975,0.0309,0.2146,0.1863,0.3243,0.3358,0.1815,0.1651,0.3549,0.2284,0.2101,0.3372,0.003,0.1919,0.196
HE670573,150000,100000,200000,109679,3848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1196,0.127
HE670573,170000,120000,220000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670571,50000,0,100000,31851,11434,0.2118,0.4062,0.2941,0.3458,0.3534,0.3964,0.2939,0.0229,0.2154,0.2188,0.2581,0.292,0.1819,0.1624,0.3561,0.2038,0.1928,0.2878,-0.0066,0.1715,0.1892
HE670571,70000,20000,120000,41602,7875,0.2188,0.4262,0.2878,0.3397,0.3563,0.42,0.3149,-0.0125,0.2168,0.2233,0.2915,NA,0.1851,0.1656,0.3893,0.1936,0.196,0.3362,-0.0072,0.1896,0.2192
HE670571,90000,40000,140000,51496,4034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0037,0.2669,0.309
HE670571,110000,60000,160000,61497,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670569,50000,0,100000,50042,20303,0.1471,0.3577,0.1471,0.3013,0.3056,0.3358,0.2859,0.0344,0.1965,0.2006,0.2525,0.3144,0.1724,0.1636,0.2757,0.214,0.2229,0.2869,0.0061,0.1217,0.1114
HE670569,70000,20000,120000,61712,17246,0.1671,0.3827,0.1634,0.3303,0.3353,0.3619,0.3016,0.0357,0.2105,0.2117,0.2754,0.3335,0.1923,0.1736,0.3066,0.234,0.2391,0.3161,0.0061,0.1416,0.1289
HE670569,90000,40000,140000,71711,13397,0.1258,0.3831,0.1263,0.3107,0.3167,0.341,0.3087,0.0457,0.2096,0.2088,0.2699,0.3483,0.1744,0.1439,0.2932,0.2419,0.2457,0.3133,0.016,0.1688,0.159
HE670569,110000,60000,160000,81725,9303,0.1319,0.3943,0.1329,0.3031,0.3079,0.3418,0.3194,0.0563,0.2068,0.2026,0.2779,0.3439,0.1805,0.1349,0.3062,0.2271,0.2308,0.3161,0.0093,0.1927,0.1773
HE670569,130000,80000,180000,91711,5165,0.1399,0.4186,NA,0.2999,0.3269,0.3376,NA,NA,0.2059,0.2079,0.3065,NA,0.1844,0.1456,0.353,NA,NA,NA,0.0178,0.2578,0.2513
HE670569,150000,100000,200000,101716,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670567,50000,0,100000,49789,18459,0.304,0.4698,0.3168,0.3533,0.3586,0.3576,0.3715,0.0376,0.2855,0.2911,0.4768,0.3988,0.2638,0.2352,0.5669,0.2753,0.2755,0.5101,-0.0118,0.4245,0.428
HE670567,70000,20000,120000,63602,15081,0.3413,0.4848,0.3774,0.3663,0.3699,0.365,0.43,0.0401,0.355,0.3495,0.5094,0.4654,0.3076,0.2709,0.5755,0.3697,0.3555,0.5556,-0.0106,0.42,0.4197
HE670567,90000,40000,140000,73603,10801,0.3779,0.5003,0.4232,0.382,0.392,0.3818,0.489,0.0369,0.4132,0.4168,0.5731,0.5213,0.359,0.3141,0.6449,0.4288,0.4202,0.6306,-0.0077,0.4962,0.5008
HE670567,110000,60000,160000,83601,6693,0.4933,0.5417,0.5459,0.4356,0.4374,0.3867,0.539,0.0528,0.5009,0.4859,0.6416,0.5638,0.4053,0.3757,0.6673,0.5147,0.4768,0.701,-0.0192,0.5393,0.5344
HE670567,130000,80000,180000,93601,3229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0024,NA,NA
HE670567,150000,100000,200000,103848,802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670565,50000,0,100000,43294,13390,0.319,0.4268,0.2929,0.3764,0.3397,0.3948,0.2902,0.0176,0.2032,0.1651,0.4031,0.3235,0.2526,0.188,0.5373,0.2067,0.1639,0.4486,-0.0197,0.3213,0.2863
HE670565,70000,20000,120000,53296,10048,0.3709,0.4348,0.3509,0.3918,0.3437,0.4075,0.3149,0.0534,0.2139,0.1592,0.4364,0.3076,0.2821,0.1984,0.5451,0.195,0.1278,0.4618,-0.0092,0.3228,0.2776
HE670565,90000,40000,140000,63293,6777,0.4105,0.4351,NA,0.4327,0.3776,0.4389,0.3229,NA,0.2203,0.163,0.4207,NA,0.3172,0.2211,0.4951,NA,NA,NA,-0.0037,0.2703,0.2096
HE670565,110000,60000,160000,73294,4091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0078,0.2164,0.1262
HE670565,130000,80000,180000,83384,1235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670563,50000,0,100000,50366,17167,0.4299,0.465,0.4074,0.3727,0.4203,0.3708,0.3492,0.0456,0.2851,0.3132,0.5242,0.3283,0.1921,0.2042,0.5166,0.2197,0.2427,0.5087,0.0046,0.378,0.4437
HE670563,70000,20000,120000,69997,17560,0.4568,0.4786,0.4356,0.3809,0.4314,0.4134,0.3731,0.0376,0.2896,0.3122,0.552,0.3584,0.2143,0.196,0.5469,0.2331,0.2566,0.5428,0.0176,0.3748,0.466
HE670563,90000,40000,140000,90000,16742,0.4971,0.5032,0.4799,0.4096,0.4751,0.4656,0.3876,0.0253,0.3091,0.3483,0.619,0.3701,0.2616,0.263,0.6084,0.2389,0.304,0.6151,0.0175,0.4425,0.5495
HE670563,110000,60000,160000,110023,17168,0.426,0.4871,0.3917,0.4087,0.4613,0.4696,0.3291,0.0079,0.2557,0.2787,0.5515,0.3196,0.2443,0.2425,0.5859,0.2115,0.2603,0.5541,0.0174,0.4315,0.5286
HE670563,130000,80000,180000,129994,17670,0.4027,0.4534,0.3552,0.3832,0.4075,0.4644,0.3215,0.0166,0.2422,0.2513,0.5231,0.3151,0.234,0.2066,0.5555,0.2147,0.2324,0.5332,0.0075,0.3924,0.4615
HE670563,150000,100000,200000,150001,17256,0.3769,0.4525,0.3435,0.3853,0.4005,0.4514,0.2978,0.0235,0.2265,0.2274,0.4751,0.3092,0.222,0.198,0.5349,0.2133,0.2268,0.4978,0.0205,0.3736,0.4329
HE670563,170000,120000,220000,170001,17341,0.3424,0.4514,0.3245,0.3898,0.394,0.4108,0.2711,0.0239,0.2153,0.2207,0.4488,0.2696,0.1796,0.1892,0.523,0.1916,0.2056,0.4795,0.003,0.4006,0.4228
HE670563,190000,140000,240000,189756,18001,0.3085,0.4484,0.2958,0.3879,0.368,0.375,0.2753,0.0183,0.1991,0.1903,0.3966,0.2797,0.1333,0.1229,0.5005,0.189,0.1677,0.4498,0.001,0.3975,0.3874
HE670563,210000,160000,260000,203985,15064,0.3199,0.4645,0.3255,0.4008,0.3699,0.3621,0.2926,0.0248,0.2169,0.2002,0.4248,0.2903,0.1536,0.1443,0.536,0.1883,0.1534,0.4824,0.001,0.4393,0.4147
HE670563,230000,180000,280000,213985,11565,0.2992,0.4881,0.3372,0.4192,0.3852,0.3401,0.3076,0.0166,0.2312,0.2143,0.3783,0.312,0.1496,0.1513,0.5125,0.2005,0.1724,0.4384,0.0013,0.4252,0.3939
HE670563,250000,200000,300000,223990,8387,0.2664,0.4964,0.315,0.4365,0.3997,0.3343,0.312,0.009,0.2297,0.2189,0.3763,0.3143,0.1511,0.1543,0.5331,0.1904,0.1647,0.4439,-0.0044,0.4573,0.4228
HE670563,270000,220000,320000,233988,4604,0.2389,0.4845,NA,0.4335,0.4002,0.3493,NA,NA,0.2388,0.2348,0.3794,NA,0.1931,0.1878,0.5583,NA,NA,NA,-5e-04,0.5188,0.4914
HE670563,290000,240000,340000,244043,796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670559,50000,0,100000,50355,19718,0.1766,0.3205,0.1909,0.252,0.2545,0.2995,0.2434,0.0238,0.16,0.1542,0.2584,0.2334,0.0973,0.1013,0.2535,0.1223,0.1242,0.2632,0.0014,0.1401,0.1448
HE670559,70000,20000,120000,65654,18180,0.1964,0.3317,0.2008,0.2642,0.2659,0.2994,0.2639,0.032,0.1754,0.174,0.2642,0.2485,0.1085,0.1159,0.2535,0.1284,0.1349,0.256,0.0098,0.1368,0.1449
HE670559,90000,40000,140000,75934,14902,0.2126,0.3336,0.2167,0.2707,0.2731,0.2992,0.2572,0.0369,0.1729,0.1697,0.2524,0.2352,0.114,0.126,0.2354,0.1225,0.1313,0.2326,0.015,0.1113,0.1274
HE670559,110000,60000,160000,85651,10974,0.2455,0.3401,0.238,0.2812,0.2775,0.295,0.2694,0.0485,0.181,0.1796,0.2598,0.2588,0.1119,0.1145,0.2507,0.1304,0.1392,0.237,0.0119,0.1209,0.136
HE670559,130000,80000,180000,95654,6385,0.2526,0.3593,NA,0.2882,0.2869,0.2822,0.2912,NA,0.1975,0.2073,0.2672,NA,0.0957,0.099,0.2508,NA,NA,NA,0.0053,0.1311,0.1521
HE670559,150000,100000,200000,105652,2540,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670559,170000,120000,220000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670557,310000,260000,360000,341901,5508,0.5649,0.6544,0.5508,0.6264,0.6362,0.2649,0.7597,0.0439,0.695,0.6967,0.5203,0.7872,0.6915,0.6997,0.5412,0.6959,0.6926,0.4793,-0.0164,0.4261,0.4367
HE670557,330000,280000,380000,351896,8486,0.5243,0.6419,0.4908,0.6161,0.6224,0.2915,0.7663,0.0499,0.7177,0.7133,0.5441,0.7661,0.6249,0.6259,0.5148,0.7,0.6925,0.4812,-0.0113,0.406,0.4116
HE670557,350000,300000,400000,361901,10371,0.5458,0.6325,0.4963,0.61,0.6133,0.3044,0.7561,0.0496,0.7108,0.7039,0.5551,0.7469,0.5932,0.5918,0.5073,0.689,0.6783,0.4855,-0.0087,0.4086,0.4081
HE670557,370000,320000,420000,371900,12737,0.5819,0.6448,0.5228,0.6148,0.6144,0.356,0.752,0.0473,0.7052,0.6913,0.5628,0.7416,0.5792,0.5692,0.5083,0.6802,0.6613,0.4926,-0.0062,0.4116,0.4037
HE670557,390000,340000,440000,390001,13504,0.5495,0.6234,0.4867,0.575,0.5791,0.3673,0.7281,0.0492,0.6787,0.6707,0.5591,0.7132,0.4,0.4024,0.4981,0.6487,0.6351,0.4949,-0.0135,0.3909,0.3877
HE670557,410000,360000,460000,410036,12234,0.5872,0.6508,0.5294,0.628,0.6181,0.398,0.747,0.122,0.7268,0.7075,0.5735,0.7044,0.4482,0.4116,0.5026,0.6854,0.6595,0.4959,-0.0189,0.4098,0.3909
HE670557,430000,380000,480000,429999,11422,0.6601,0.6898,0.6159,0.6643,0.6504,0.446,0.7404,0.1377,0.7031,0.6708,0.5559,0.7095,0.5261,0.4761,0.5167,0.6645,0.6244,0.484,-0.0278,0.383,0.3601
HE670557,450000,400000,500000,449968,11164,0.6902,0.715,0.6521,0.6877,0.6715,0.4866,0.733,0.1398,0.7177,0.6813,0.5662,0.7032,0.5714,0.5136,0.5326,0.6713,0.6282,0.4936,-0.0228,0.3534,0.3315
HE670557,470000,420000,520000,469935,10985,0.689,0.7267,0.6696,0.7109,0.6912,0.4747,0.7101,0.1236,0.7185,0.6823,0.5468,0.6835,0.61,0.5452,0.5279,0.6822,0.638,0.4733,-0.0184,0.3278,0.3127
HE670557,490000,440000,540000,483462,9415,0.6871,0.7434,0.6852,0.7346,0.6918,0.4989,0.654,0.1286,0.6918,0.6305,0.517,0.6386,0.6532,0.5649,0.5121,0.6628,0.5981,0.4515,-0.0101,0.2726,0.2444
HE670557,510000,460000,560000,493462,6879,0.7474,0.75,0.7354,0.7457,0.6964,0.5423,0.6316,0.0481,0.6864,0.6045,0.5372,0.6222,0.6572,0.5512,0.5016,0.6478,0.562,0.4607,0.0049,0.2018,0.1825
HE670557,530000,480000,580000,503461,4713,NA,NA,NA,NA,0.6681,NA,0.5222,NA,0.6969,0.613,0.5521,NA,NA,0.5408,NA,NA,NA,NA,0.0287,0.2209,0.1989
HE670557,550000,500000,600000,513469,3086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670557,570000,520000,620000,523713,899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670555,50000,0,100000,25423,8653,0.1851,0.3275,NA,0.2759,0.2663,0.2788,0.2554,NA,0.175,0.1593,0.2091,NA,0.1,0.1018,0.1873,NA,NA,NA,0.0109,0.1029,0.1039
HE670555,70000,20000,120000,35391,5270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114,NA,NA,NA,NA,NA,0.0106,0.0627,0.0535
HE670555,90000,40000,140000,45002,2251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670553,50000,0,100000,50005,21625,0.126,0.3218,0.118,0.2666,0.2473,0.2857,0.2518,0.0194,0.2063,0.2044,0.2619,0.2585,0.0923,0.0848,0.2092,0.1851,0.1806,0.2681,0.0143,0.1258,0.1126
HE670553,70000,20000,120000,69999,21276,0.1181,0.3169,0.1204,0.2568,0.2328,0.273,0.2342,0.0176,0.1872,0.1743,0.2293,0.2492,0.0892,0.0746,0.1903,0.1739,0.1583,0.2402,0.0133,0.1125,0.0916
HE670553,90000,40000,140000,89998,21711,0.1323,0.3193,0.1308,0.2622,0.2481,0.2739,0.2536,0.0209,0.2016,0.1858,0.2338,0.247,0.0913,0.0724,0.1755,0.1707,0.1594,0.2197,0.012,0.0962,0.0889
HE670553,110000,60000,160000,110000,21262,0.1401,0.3167,0.1298,0.2508,0.2435,0.2602,0.261,0.061,0.2021,0.183,0.2244,0.2448,0.0825,0.076,0.1528,0.1597,0.146,0.1832,0.0161,0.0652,0.0585
HE670553,130000,80000,180000,129998,20293,0.1516,0.3363,0.121,0.2728,0.2654,0.2684,0.285,0.0652,0.2332,0.2102,0.2354,0.2662,0.0909,0.0869,0.1473,0.1893,0.1709,0.1958,0.0111,0.0543,0.0477
HE670553,150000,100000,200000,149998,19535,0.1316,0.3357,0.1172,0.266,0.2669,0.2697,0.2891,0.0767,0.22,0.2055,0.2306,0.2768,0.0935,0.0913,0.1605,0.1925,0.1667,0.1877,0.0067,0.0509,0.0471
HE670553,170000,120000,220000,170003,20096,0.1373,0.341,0.1265,0.272,0.2668,0.2751,0.3047,0.0853,0.2371,0.2195,0.2499,0.2813,0.1003,0.0956,0.1675,0.2021,0.1678,0.198,0.0077,0.0603,0.0567
HE670553,190000,140000,240000,190000,19741,0.1177,0.3289,0.1143,0.2642,0.2608,0.2761,0.2954,0.076,0.2294,0.2207,0.2509,0.2773,0.0941,0.0955,0.1642,0.2015,0.1697,0.2032,0.0058,0.0645,0.0547
HE670553,210000,160000,260000,209993,19302,0.0906,0.3274,0.0962,0.2734,0.2734,0.2829,0.299,0.0629,0.2434,0.2436,0.2543,0.2836,0.0998,0.0925,0.1656,0.2161,0.1943,0.2208,0.0037,0.058,0.0575
HE670553,230000,180000,280000,230002,20006,0.0976,0.3322,0.1064,0.2824,0.2781,0.2953,0.2996,0.0733,0.2321,0.2322,0.2483,0.2983,0.0991,0.0931,0.1585,0.2247,0.1941,0.229,0.0069,0.065,0.0636
HE670553,250000,200000,300000,250001,19632,0.0939,0.3345,0.0985,0.2861,0.2778,0.2942,0.2993,0.0648,0.239,0.237,0.2469,0.2945,0.1032,0.0977,0.1551,0.2183,0.1952,0.2333,0.0097,0.061,0.0628
HE670553,270000,220000,320000,270001,19292,0.0941,0.3215,0.0812,0.2795,0.2773,0.2851,0.2848,0.051,0.2232,0.2239,0.2321,0.2874,0.0896,0.0947,0.1396,0.2065,0.1991,0.2246,0.0102,0.0482,0.0458
HE670553,290000,240000,340000,290000,18954,0.1057,0.3265,0.0814,0.2856,0.2801,0.2844,0.2879,0.0612,0.2322,0.2283,0.2276,0.298,0.0976,0.0991,0.1336,0.2256,0.2137,0.2335,0.0128,0.0443,0.0392
HE670553,310000,260000,360000,305484,17728,0.112,0.3233,0.0825,0.2759,0.267,0.2847,0.2797,0.051,0.2165,0.2062,0.2317,0.3054,0.1048,0.1082,0.1538,0.22,0.202,0.2319,0.0111,0.0576,0.0506
HE670553,330000,280000,380000,315484,13347,0.0985,0.2934,0.0771,0.2332,0.2356,0.2403,0.2547,0.0318,0.1962,0.1932,0.2136,0.2727,0.0975,0.103,0.1504,0.1823,0.1822,0.1929,0.0125,0.0507,0.0429
HE670553,350000,300000,400000,325482,9826,0.1092,0.2936,0.0762,0.2366,0.2391,0.2395,0.255,0.0338,0.1969,0.1916,0.2154,0.2908,0.0974,0.1079,0.1486,0.2012,0.1989,0.1968,0.0108,0.0547,0.0428
HE670553,370000,320000,420000,335482,5868,NA,0.3131,NA,0.2423,0.2415,0.2468,NA,NA,NA,NA,NA,NA,0.1372,0.1329,0.191,NA,NA,NA,0.0108,0.0717,0.0619
HE670553,390000,340000,440000,345482,2489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
